"Locus","Genot","Obs.Het","Exp.Het","P.value","s.d","Steps.done","islandpop","p.value.adjusted"
250,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
251,21,0.28571,0.45528,0.13764,0.00035,1001000,"rakiura.txt",1
253,20,0.65,0.50128,0.35328,0.00046,1001000,"rakiura.txt",1
259,21,0.2381,0.21487,1,0,1001000,"rakiura.txt",1
263,21,0.09524,0.17654,0.14343,0.00033,1001000,"rakiura.txt",1
266,21,0.38095,0.37166,1,0,1001000,"rakiura.txt",1
268,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
269,20,0.1,0.26154,0.03088,0.00017,1001000,"rakiura.txt",1
270,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
271,21,0.28571,0.41812,0.27385,0.00044,1001000,"rakiura.txt",1
274,21,0.28571,0.25087,1,0,1001000,"rakiura.txt",1
275,21,0.42857,0.43786,1,0,1001000,"rakiura.txt",1
277,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
1,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
3,20,0.5,0.49231,1,0,1001000,"reiono.txt",1
5,21,0.14286,0.13589,1,0,1001000,"reiono.txt",1
9,20,0.1,0.09744,1,0,1001000,"reiono.txt",1
10,20,0.55,0.45,0.60675,0.00049,1001000,"reiono.txt",1
11,21,0.47619,0.48316,1,0,1001000,"reiono.txt",1
17,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
19,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
21,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
24,20,0.15,0.51154,0.00185,4e-05,1001000,"reiono.txt",1
25,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
32,20,0.35,0.29615,1,0,1001000,"reiono.txt",1
33,20,0.6,0.50769,0.64904,0.00048,1001000,"reiono.txt",1
38,21,0.38095,0.48316,0.38098,5e-04,1001000,"reiono.txt",1
39,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
41,19,0,0.50071,0,0,1001000,"reiono.txt",0
44,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
46,21,0.14286,0.13589,1,0,1001000,"reiono.txt",1
52,21,0.19048,0.37166,0.04608,0.00021,1001000,"reiono.txt",1
59,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
61,21,0.33333,0.39605,0.57809,5e-04,1001000,"reiono.txt",1
62,20,0.55,0.51154,1,0,1001000,"reiono.txt",1
66,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
72,21,0.19048,0.31591,0.11841,0.00032,1001000,"reiono.txt",1
74,21,0.38095,0.31591,1,0,1001000,"reiono.txt",1
75,21,0.42857,0.34495,0.5325,0.00049,1001000,"reiono.txt",1
86,3,0.33333,0.6,1,0,1001000,"reiono.txt",1
87,13,0.38462,0.40923,1,0,1001000,"reiono.txt",1
90,21,0.38095,0.50174,0.37576,0.00046,1001000,"reiono.txt",1
92,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
93,21,0.42857,0.49361,0.65918,0.00049,1001000,"reiono.txt",1
95,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
97,15,0.2,0.18621,1,0,1001000,"reiono.txt",1
100,16,0,0.31452,0.00061,2e-05,1001000,"reiono.txt",1
102,18,0.16667,0.32222,0.08529,0.00027,1001000,"reiono.txt",1
104,19,0.36842,0.4623,0.6073,0.00046,1001000,"reiono.txt",1
105,18,0.16667,0.15714,1,0,1001000,"reiono.txt",1
108,21,0.28571,0.31591,1,0,1001000,"reiono.txt",1
116,12,0.25,0.22826,1,0,1001000,"reiono.txt",1
118,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
119,21,0.57143,0.41812,0.13116,0.00035,1001000,"reiono.txt",1
122,21,0.38095,0.48316,0.38214,0.00049,1001000,"reiono.txt",1
127,21,0.14286,0.49361,0.00134,4e-05,1001000,"reiono.txt",1
130,20,0.5,0.43077,0.61884,0.00048,1001000,"reiono.txt",1
132,9,0.22222,0.36601,0.34182,0.00048,1001000,"reiono.txt",1
133,21,0.52381,0.39605,0.26203,0.00045,1001000,"reiono.txt",1
135,21,0,0.09292,0.02448,0.00016,1001000,"reiono.txt",1
141,21,0.42857,0.49361,0.66016,0.00046,1001000,"reiono.txt",1
146,21,0.19048,0.25087,0.33787,0.00047,1001000,"reiono.txt",1
149,21,0.42857,0.50755,0.66033,0.00045,1001000,"reiono.txt",1
156,6,0.5,0.40909,1,0,1001000,"reiono.txt",1
157,21,0,0.09292,0.02415,0.00015,1001000,"reiono.txt",1
158,13,0,0.36923,0.00123,4e-05,1001000,"reiono.txt",1
159,21,0.2381,0.21487,1,0,1001000,"reiono.txt",1
162,21,0.52381,0.49361,1,0,1001000,"reiono.txt",1
166,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
169,21,0.28571,0.31591,1,0,1001000,"reiono.txt",1
171,21,0.14286,0.13589,1,0,1001000,"reiono.txt",1
177,21,0,0.09292,0.02449,0.00015,1001000,"reiono.txt",1
181,20,0.25,0.22436,1,0,1001000,"reiono.txt",1
182,21,0.80952,0.49361,0.00447,7e-05,1001000,"reiono.txt",1
184,21,0.14286,0.13589,1,0,1001000,"reiono.txt",1
185,17,0,0.29947,0.00049,2e-05,1001000,"reiono.txt",1
187,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
188,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
193,18,0.05556,0.05556,1,0,1001000,"reiono.txt",1
196,21,0.42857,0.34495,0.53271,0.00052,1001000,"reiono.txt",1
197,20,0.1,0.09744,1,0,1001000,"reiono.txt",1
201,11,0,0.17316,0.04725,0.00021,1001000,"reiono.txt",1
202,21,0.28571,0.48316,0.07822,0.00026,1001000,"reiono.txt",1
203,21,0,0.09292,0.02456,0.00016,1001000,"reiono.txt",1
209,21,0.14286,0.13589,1,0,1001000,"reiono.txt",1
215,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
216,21,0.38095,0.31591,1,0,1001000,"reiono.txt",1
220,20,0,0.18462,0.00214,5e-05,1001000,"reiono.txt",1
224,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
226,21,0.42857,0.47038,1,0,1001000,"reiono.txt",1
228,21,0.09524,0.09292,1,0,1001000,"reiono.txt",1
230,21,0.52381,0.43786,0.61047,0.00049,1001000,"reiono.txt",1
235,21,0.28571,0.31591,1,0,1001000,"reiono.txt",1
240,21,0.61905,0.49361,0.36867,0.00048,1001000,"reiono.txt",1
241,20,0.2,0.32821,0.12922,0.00033,1001000,"reiono.txt",1
243,21,0.2381,0.28455,0.44918,0.00051,1001000,"reiono.txt",1
245,12,0,0.46377,6e-04,3e-05,1001000,"reiono.txt",1
246,21,0.42857,0.47038,1,0,1001000,"reiono.txt",1
249,21,0.57143,0.48316,0.64225,0.00048,1001000,"reiono.txt",1
250,21,0.19048,0.25087,0.33754,0.00048,1001000,"reiono.txt",1
251,21,0.19048,0.17654,1,0,1001000,"reiono.txt",1
255,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
258,21,0,0.17654,0.00185,4e-05,1001000,"reiono.txt",1
259,21,0.04762,0.04762,1,0,1001000,"reiono.txt",1
263,21,0.04762,0.13589,0.07322,0.00024,1001000,"reiono.txt",1
266,21,0.33333,0.47038,0.335,0.00046,1001000,"reiono.txt",1
267,21,0.04762,0.34495,0.00046,2e-05,1001000,"reiono.txt",1
268,21,0.61905,0.50755,0.39499,0.00049,1001000,"reiono.txt",1
275,21,0.28571,0.51103,0.07605,0.00025,1001000,"reiono.txt",1
278,21,0.04762,0.13589,0.07332,0.00027,1001000,"reiono.txt",1
2,21,0.14286,0.13589,1,0,1001000,"rimatuu.txt",1
3,21,0.14286,0.13589,1,0,1001000,"rimatuu.txt",1
5,21,0.52381,0.47038,0.66421,0.00047,1001000,"rimatuu.txt",1
9,21,0,0.17654,0.00183,4e-05,1001000,"rimatuu.txt",1
10,21,0.33333,0.34495,1,0,1001000,"rimatuu.txt",1
11,21,0.47619,0.48316,1,0,1001000,"rimatuu.txt",1
17,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
21,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
22,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
24,9,0,0.20915,0.05878,0.00024,1001000,"rimatuu.txt",1
25,16,0,0.3871,0.00017,1e-05,1001000,"rimatuu.txt",0.43792
32,21,0.33333,0.50755,0.18502,4e-04,1001000,"rimatuu.txt",1
33,21,0.2381,0.21487,1,0,1001000,"rimatuu.txt",1
35,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
38,21,0.61905,0.50755,0.3924,0.00048,1001000,"rimatuu.txt",1
41,21,0,0.25087,0.00029,2e-05,1001000,"rimatuu.txt",0.74472
46,20,0.35,0.29615,1,0,1001000,"rimatuu.txt",1
52,21,0.09524,0.09292,1,0,1001000,"rimatuu.txt",1
53,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
59,21,0.42857,0.39605,1,0,1001000,"rimatuu.txt",1
61,21,0.47619,0.45528,1,0,1001000,"rimatuu.txt",1
62,21,0.33333,0.34495,1,0,1001000,"rimatuu.txt",1
66,21,0.57143,0.50174,0.66299,0.00048,1001000,"rimatuu.txt",1
74,21,0.14286,0.13589,1,0,1001000,"rimatuu.txt",1
75,21,0.61905,0.50755,0.39443,5e-04,1001000,"rimatuu.txt",1
76,21,0.52381,0.50755,1,0,1001000,"rimatuu.txt",1
77,21,0.14286,0.13589,1,0,1001000,"rimatuu.txt",1
81,21,0.33333,0.47038,0.33376,0.00047,1001000,"rimatuu.txt",1
86,5,0.2,0.46667,0.33442,0.00047,1001000,"rimatuu.txt",1
87,7,0.42857,0.49451,1,0,1001000,"rimatuu.txt",1
90,21,0.28571,0.31591,1,0,1001000,"rimatuu.txt",1
92,21,0.04762,0.13589,0.07295,0.00027,1001000,"rimatuu.txt",1
93,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
95,20,0.05,0.05,1,0,1001000,"rimatuu.txt",1
102,21,0.2381,0.28455,0.44944,0.00051,1001000,"rimatuu.txt",1
104,21,0.28571,0.25087,1,0,1001000,"rimatuu.txt",1
105,21,0.28571,0.31591,1,0,1001000,"rimatuu.txt",1
108,21,0.42857,0.39605,1,0,1001000,"rimatuu.txt",1
116,15,0,0.12874,0.03461,0.00018,1001000,"rimatuu.txt",1
119,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
122,21,0.42857,0.43786,1,0,1001000,"rimatuu.txt",1
130,21,0.42857,0.49361,0.65912,0.00047,1001000,"rimatuu.txt",1
132,7,0.14286,0.36264,0.23147,0.00041,1001000,"rimatuu.txt",1
133,21,0.42857,0.34495,0.53195,0.00049,1001000,"rimatuu.txt",1
135,21,0.47619,0.48316,1,0,1001000,"rimatuu.txt",1
141,21,0.33333,0.43786,0.32745,0.00049,1001000,"rimatuu.txt",1
146,21,0.38095,0.31591,1,0,1001000,"rimatuu.txt",1
147,21,0,0.09292,0.02465,0.00016,1001000,"rimatuu.txt",1
149,21,0.42857,0.34495,0.53309,0.00049,1001000,"rimatuu.txt",1
156,21,0.57143,0.51103,0.67514,0.00047,1001000,"rimatuu.txt",1
159,21,0.52381,0.39605,0.2625,0.00045,1001000,"rimatuu.txt",1
162,21,0.14286,0.34495,0.01967,0.00014,1001000,"rimatuu.txt",1
169,21,0.28571,0.25087,1,0,1001000,"rimatuu.txt",1
170,21,0.52381,0.47038,0.6637,0.00046,1001000,"rimatuu.txt",1
171,20,0.25,0.50128,0.03194,0.00018,1001000,"rimatuu.txt",1
177,21,0.57143,0.48316,0.64085,0.00046,1001000,"rimatuu.txt",1
180,21,0.19048,0.17654,1,0,1001000,"rimatuu.txt",1
181,21,0.2381,0.43786,0.05003,0.00022,1001000,"rimatuu.txt",1
182,13,1,0.52,0.00083,3e-05,1001000,"rimatuu.txt",1
184,21,0.42857,0.5122,0.6627,0.00047,1001000,"rimatuu.txt",1
187,21,0.47619,0.51103,1,0,1001000,"rimatuu.txt",1
196,21,0.19048,0.51103,0.00664,8e-05,1001000,"rimatuu.txt",1
197,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
201,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
202,16,0.125,0.3871,0.01665,0.00013,1001000,"rimatuu.txt",1
203,21,0,0.37166,2e-05,0,1001000,"rimatuu.txt",0.05198
209,21,0.14286,0.28455,0.06138,0.00024,1001000,"rimatuu.txt",1
210,21,0.47619,0.37166,0.29345,0.00045,1001000,"rimatuu.txt",1
213,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
215,21,0.38095,0.37166,1,0,1001000,"rimatuu.txt",1
216,19,0.42105,0.34139,0.53757,0.00051,1001000,"rimatuu.txt",1
220,21,0.2381,0.34495,0.19531,0.00039,1001000,"rimatuu.txt",1
226,21,0.42857,0.50755,0.66089,0.00046,1001000,"rimatuu.txt",1
230,21,0.38095,0.41812,1,0,1001000,"rimatuu.txt",1
240,21,0.33333,0.39605,0.57747,0.00049,1001000,"rimatuu.txt",1
241,21,0.38095,0.31591,1,0,1001000,"rimatuu.txt",1
243,21,0.28571,0.31591,1,0,1001000,"rimatuu.txt",1
244,5,0,0.53333,0.04761,0.00022,1001000,"rimatuu.txt",1
245,14,0.14286,0.47619,0.0137,0.00012,1001000,"rimatuu.txt",1
246,18,0.05556,0.05556,1,0,1001000,"rimatuu.txt",1
249,21,0.28571,0.37166,0.53909,5e-04,1001000,"rimatuu.txt",1
250,21,0.57143,0.51103,0.67532,0.00047,1001000,"rimatuu.txt",1
251,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
263,21,0.14286,0.13589,1,0,1001000,"rimatuu.txt",1
266,21,0.52381,0.49361,1,0,1001000,"rimatuu.txt",1
267,20,0.1,0.09744,1,0,1001000,"rimatuu.txt",1
268,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
271,21,0.2381,0.43786,0.05007,0.00022,1001000,"rimatuu.txt",1
273,21,0.38095,0.31591,1,0,1001000,"rimatuu.txt",1
274,21,0.2381,0.34495,0.19455,0.00039,1001000,"rimatuu.txt",1
275,21,0.04762,0.04762,1,0,1001000,"rimatuu.txt",1
2,21,0.2381,0.28455,0.44899,0.00049,1001000,"slipper_island.txt",1
10,21,0.09524,0.09292,1,0,1001000,"slipper_island.txt",1
11,21,0.19048,0.25087,0.33847,0.00047,1001000,"slipper_island.txt",1
21,21,0.09524,0.09292,1,0,1001000,"slipper_island.txt",1
24,17,0.17647,0.45098,0.01953,0.00014,1001000,"slipper_island.txt",1
29,21,0,0.09292,0.02436,0.00015,1001000,"slipper_island.txt",1
32,21,0.38095,0.37166,1,0,1001000,"slipper_island.txt",1
35,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
37,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
43,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
46,21,0.28571,0.25087,1,0,1001000,"slipper_island.txt",1
49,21,0.42857,0.47038,1,0,1001000,"slipper_island.txt",1
53,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
54,21,0.38095,0.37166,1,0,1001000,"slipper_island.txt",1
61,21,0.57143,0.50174,0.66326,0.00045,1001000,"slipper_island.txt",1
62,21,0.09524,0.09292,1,0,1001000,"slipper_island.txt",1
66,21,0.52381,0.50755,1,0,1001000,"slipper_island.txt",1
74,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
75,21,0.19048,0.25087,0.33795,0.00046,1001000,"slipper_island.txt",1
76,20,0,0.09744,0.02608,0.00016,1001000,"slipper_island.txt",1
77,21,0.14286,0.50755,0.0013,4e-05,1001000,"slipper_island.txt",1
78,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
80,21,0.2381,0.28455,0.44795,0.00051,1001000,"slipper_island.txt",1
81,20,0.4,0.38462,1,0,1001000,"slipper_island.txt",1
86,14,0.42857,0.51852,0.616,0.00049,1001000,"slipper_island.txt",1
87,7,0.28571,0.26374,1,0,1001000,"slipper_island.txt",1
90,21,0.2381,0.28455,0.44766,0.00048,1001000,"slipper_island.txt",1
93,20,0.45,0.45,1,0,1001000,"slipper_island.txt",1
95,21,0.33333,0.34495,1,0,1001000,"slipper_island.txt",1
97,14,0.14286,0.13757,1,0,1001000,"slipper_island.txt",1
98,21,0.2381,0.21487,1,0,1001000,"slipper_island.txt",1
108,21,0.14286,0.13589,1,0,1001000,"slipper_island.txt",1
117,20,0,0.09744,0.02577,0.00016,1001000,"slipper_island.txt",1
127,21,0,0.09292,0.02411,0.00015,1001000,"slipper_island.txt",1
132,19,0.10526,0.19346,0.15969,0.00036,1001000,"slipper_island.txt",1
133,21,0.33333,0.28455,1,0,1001000,"slipper_island.txt",1
141,21,0.28571,0.31591,1,0,1001000,"slipper_island.txt",1
143,20,0.15,0.14231,1,0,1001000,"slipper_island.txt",1
146,21,0.14286,0.21487,0.2349,0.00044,1001000,"slipper_island.txt",1
151,20,0.5,0.50769,1,0,1001000,"slipper_island.txt",1
159,21,0.52381,0.47038,0.66507,0.00047,1001000,"slipper_island.txt",1
169,21,0.38095,0.41812,1,0,1001000,"slipper_island.txt",1
171,21,0.19048,0.25087,0.33718,5e-04,1001000,"slipper_island.txt",1
182,9,1,0.52941,0.01044,1e-04,1001000,"slipper_island.txt",1
187,20,0.45,0.48077,1,0,1001000,"slipper_island.txt",1
196,21,0.2381,0.21487,1,0,1001000,"slipper_island.txt",1
202,16,0.0625,0.35282,0.00436,7e-05,1001000,"slipper_island.txt",1
203,19,0.05263,0.49075,8e-05,1e-05,1001000,"slipper_island.txt",0.20672
209,21,0.38095,0.37166,1,0,1001000,"slipper_island.txt",1
210,21,0.42857,0.47038,1,0,1001000,"slipper_island.txt",1
215,21,0.61905,0.47038,0.18398,0.00037,1001000,"slipper_island.txt",1
220,21,0.2381,0.39605,0.0925,0.00029,1001000,"slipper_island.txt",1
224,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
226,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
232,20,0.5,0.49231,1,0,1001000,"slipper_island.txt",1
235,21,0.14286,0.21487,0.23481,0.00044,1001000,"slipper_island.txt",1
240,21,0.42857,0.39605,1,0,1001000,"slipper_island.txt",1
243,21,0.33333,0.49361,0.18449,0.00038,1001000,"slipper_island.txt",1
249,21,0.28571,0.25087,1,0,1001000,"slipper_island.txt",1
251,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
252,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
253,21,0.42857,0.49361,0.66001,0.00047,1001000,"slipper_island.txt",1
263,21,0.04762,0.04762,1,0,1001000,"slipper_island.txt",1
266,21,0.33333,0.43786,0.32739,0.00049,1001000,"slipper_island.txt",1
268,21,0.28571,0.48316,0.07731,0.00027,1001000,"slipper_island.txt",1
269,21,0.19048,0.17654,1,0,1001000,"slipper_island.txt",1
271,20,0.15,0.14231,1,0,1001000,"slipper_island.txt",1
274,21,0.57143,0.51103,0.6729,0.00047,1001000,"slipper_island.txt",1
275,21,0.2381,0.28455,0.44885,5e-04,1001000,"slipper_island.txt",1
2,22,0.22727,0.27378,0.42924,0.00049,1001000,"sulawesi.txt",1
3,20,0.15,0.29615,0.06833,0.00026,1001000,"sulawesi.txt",1
7,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
9,22,0.54545,0.47357,0.65063,0.00049,1001000,"sulawesi.txt",1
10,20,0.5,0.46667,1,0,1001000,"sulawesi.txt",1
14,22,0.40909,0.38372,1,0,1001000,"sulawesi.txt",1
15,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
20,16,0.25,0.31452,0.4346,5e-04,1001000,"sulawesi.txt",1
21,22,0.40909,0.38372,1,0,1001000,"sulawesi.txt",1
22,19,0.26316,0.4623,0.11535,0.00032,1001000,"sulawesi.txt",1
23,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
25,11,0.18182,0.51948,0.06082,0.00024,1001000,"sulawesi.txt",1
29,14,0,0.13757,0.03736,0.00019,1001000,"sulawesi.txt",1
30,22,0.09091,0.16913,0.13702,0.00036,1001000,"sulawesi.txt",1
31,22,0.09091,0.08879,1,0,1001000,"sulawesi.txt",1
33,18,0,0.20317,0.00254,5e-05,1001000,"sulawesi.txt",1
35,7,0.28571,0.43956,0.43997,0.00051,1001000,"sulawesi.txt",1
37,8,0,0.4,0.01499,0.00012,1001000,"sulawesi.txt",1
38,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
39,22,0.45455,0.35941,0.53782,0.00049,1001000,"sulawesi.txt",1
43,20,0.25,0.50128,0.03089,0.00018,1001000,"sulawesi.txt",1
44,22,0.40909,0.33298,0.53783,0.00051,1001000,"sulawesi.txt",1
45,22,0.09091,0.16913,0.13748,0.00036,1001000,"sulawesi.txt",1
46,22,0.59091,0.45983,0.33754,0.00047,1001000,"sulawesi.txt",1
48,21,0.04762,0.04762,1,0,1001000,"sulawesi.txt",1
50,22,0.36364,0.30444,1,0,1001000,"sulawesi.txt",1
51,20,0.15,0.14231,1,0,1001000,"sulawesi.txt",1
52,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
55,22,0.09091,0.16913,0.13847,0.00033,1001000,"sulawesi.txt",1
56,20,0.05,0.05,1,0,1001000,"sulawesi.txt",1
57,22,0.45455,0.47357,1,0,1001000,"sulawesi.txt",1
61,22,0.63636,0.51163,0.39214,0.00048,1001000,"sulawesi.txt",1
62,20,0.45,0.51154,0.66983,0.00046,1001000,"sulawesi.txt",1
63,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
64,22,0.22727,0.20613,1,0,1001000,"sulawesi.txt",1
66,22,0.36364,0.35941,1,0,1001000,"sulawesi.txt",1
67,22,0.18182,0.40592,0.0177,0.00013,1001000,"sulawesi.txt",1
71,22,0.22727,0.27378,0.42984,5e-04,1001000,"sulawesi.txt",1
72,21,0.52381,0.5122,1,0,1001000,"sulawesi.txt",1
74,22,0.40909,0.4852,0.65257,0.00046,1001000,"sulawesi.txt",1
75,16,0.125,0.31452,0.04968,0.00023,1001000,"sulawesi.txt",1
76,22,0.13636,0.45983,0.0015,4e-05,1001000,"sulawesi.txt",1
77,22,0.45455,0.49471,1,0,1001000,"sulawesi.txt",1
78,22,0.18182,0.16913,1,0,1001000,"sulawesi.txt",1
80,21,0.38095,0.31591,1,0,1001000,"sulawesi.txt",1
82,22,0.31818,0.38372,0.56719,5e-04,1001000,"sulawesi.txt",1
83,18,0.22222,0.50794,0.02232,0.00015,1001000,"sulawesi.txt",1
84,18,0.16667,0.5127,0.0054,7e-05,1001000,"sulawesi.txt",1
86,5,0.2,0.46667,0.33356,0.00047,1001000,"sulawesi.txt",1
87,5,0.2,0.46667,0.33277,0.00047,1001000,"sulawesi.txt",1
89,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
90,21,0.04762,0.04762,1,0,1001000,"sulawesi.txt",1
92,22,0.18182,0.16913,1,0,1001000,"sulawesi.txt",1
93,22,0.40909,0.50211,0.41908,0.00051,1001000,"sulawesi.txt",1
95,19,0.10526,0.19346,0.1603,0.00035,1001000,"sulawesi.txt",1
96,12,0,0.28986,0.00624,8e-05,1001000,"sulawesi.txt",1
97,16,0.0625,0.0625,1,0,1001000,"sulawesi.txt",1
98,18,0.33333,0.51429,0.17561,0.00039,1001000,"sulawesi.txt",1
101,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
102,9,0.11111,0.11111,1,0,1001000,"sulawesi.txt",1
103,21,0.04762,0.04762,1,0,1001000,"sulawesi.txt",1
104,20,0.25,0.29615,0.4671,0.00052,1001000,"sulawesi.txt",1
106,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
108,21,0.33333,0.49361,0.1828,0.00041,1001000,"sulawesi.txt",1
109,15,0.13333,0.12874,1,0,1001000,"sulawesi.txt",1
110,15,0.33333,0.50805,0.29452,0.00047,1001000,"sulawesi.txt",1
112,20,0.05,0.14231,0.0766,0.00026,1001000,"sulawesi.txt",1
113,22,0.27273,0.35941,0.27271,0.00047,1001000,"sulawesi.txt",1
116,16,0.0625,0.0625,1,0,1001000,"sulawesi.txt",1
118,16,0.5625,0.41734,0.25561,0.00044,1001000,"sulawesi.txt",1
119,17,0.23529,0.2139,1,0,1001000,"sulawesi.txt",1
121,21,0.19048,0.25087,0.33883,0.00049,1001000,"sulawesi.txt",1
122,20,0.3,0.43077,0.28072,0.00043,1001000,"sulawesi.txt",1
123,21,0,0.09292,0.02458,0.00015,1001000,"sulawesi.txt",1
127,22,0.27273,0.24101,1,0,1001000,"sulawesi.txt",1
129,21,0.61905,0.43786,0.11456,0.00033,1001000,"sulawesi.txt",1
131,3,0.66667,0.53333,1,0,1001000,"sulawesi.txt",1
132,5,0,0.35556,0.11143,0.00033,1001000,"sulawesi.txt",1
133,22,0.86364,0.50211,0.00056,2e-05,1001000,"sulawesi.txt",1
135,18,0.11111,0.48889,0.00133,4e-05,1001000,"sulawesi.txt",1
141,20,0.25,0.22436,1,0,1001000,"sulawesi.txt",1
142,22,0.18182,0.40592,0.01776,0.00014,1001000,"sulawesi.txt",1
143,13,0.07692,0.07692,1,0,1001000,"sulawesi.txt",1
144,22,0.22727,0.426,0.04091,0.00021,1001000,"sulawesi.txt",1
145,21,0.52381,0.49361,1,0,1001000,"sulawesi.txt",1
146,19,0.31579,0.44381,0.29313,0.00045,1001000,"sulawesi.txt",1
147,22,0.36364,0.40592,0.62324,5e-04,1001000,"sulawesi.txt",1
149,20,0.4,0.50769,0.39491,0.00048,1001000,"sulawesi.txt",1
150,22,0.09091,0.16913,0.13714,0.00036,1001000,"sulawesi.txt",1
151,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
152,22,0,0.08879,0.02381,0.00015,1001000,"sulawesi.txt",1
153,19,0.05263,0.05263,1,0,1001000,"sulawesi.txt",1
156,18,0.05556,0.05556,1,0,1001000,"sulawesi.txt",1
158,19,0.31579,0.50071,0.16084,0.00037,1001000,"sulawesi.txt",1
159,22,0.59091,0.45983,0.33896,5e-04,1001000,"sulawesi.txt",1
161,17,0.05882,0.25847,0.01424,0.00012,1001000,"sulawesi.txt",1
165,21,0,0.09292,0.02403,0.00015,1001000,"sulawesi.txt",1
166,22,0.18182,0.16913,1,0,1001000,"sulawesi.txt",1
170,6,0.16667,0.16667,1,0,1001000,"sulawesi.txt",1
171,21,0.38095,0.51103,0.38085,5e-04,1001000,"sulawesi.txt",1
172,22,0,0.08879,0.02325,0.00015,1001000,"sulawesi.txt",1
175,21,0.28571,0.48316,0.07875,0.00027,1001000,"sulawesi.txt",1
177,22,0.09091,0.16913,0.13763,0.00032,1001000,"sulawesi.txt",1
179,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
180,19,0.31579,0.50071,0.16024,0.00036,1001000,"sulawesi.txt",1
181,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
184,22,0.04545,0.04545,1,0,1001000,"sulawesi.txt",1
185,19,0.15789,0.30868,0.07523,0.00026,1001000,"sulawesi.txt",1
188,22,0.13636,0.13002,1,0,1001000,"sulawesi.txt",1
194,22,0,0.08879,0.02327,0.00015,1001000,"sulawesi.txt",1
196,15,0.06667,0.06667,1,0,1001000,"sulawesi.txt",1
197,21,0.04762,0.04762,1,0,1001000,"sulawesi.txt",1
199,21,0.33333,0.39605,0.57805,5e-04,1001000,"sulawesi.txt",1
202,21,0.28571,0.41812,0.27325,0.00044,1001000,"sulawesi.txt",1
203,21,0.14286,0.5122,0.0014,4e-05,1001000,"sulawesi.txt",1
205,19,0.26316,0.49075,0.06099,0.00024,1001000,"sulawesi.txt",1
